"","BIOME_NAME","NAME_EN","ISO_A3","INCOME_GRP","area_crop","biomass_crop","area_pasture","biomass_pasture","total_area","total_biomass","density_pasture","density_crop"
"49","Deserts & Xeric Shrublands","Mali","MLI","5. Low income",0,0,0.61223133117,0,0.61223133117,0,0,NA
"50","Deserts & Xeric Shrublands","Mauritania","MRT","5. Low income",0.000129091168,0,0.196969241487,5.05670399999945e-05,0.197098332655,5.05670399999945e-05,0.000256725565972857,0
"51","Deserts & Xeric Shrublands","Mexico","MEX","3. Upper middle income",9.481800350151,1.1931498160595,30.63065414427,4.141869309115,40.112454494421,5.3350191251745,0.135219747172452,0.125835787719418
"52","Deserts & Xeric Shrublands","Mongolia","MNG","4. Lower middle income",0.07362242867522,0.000557375387364999,27.071337878,1.015101724,27.1449603066752,1.01565909938737,0.0374972869303568,0.00757072807016215
"53","Deserts & Xeric Shrublands","Montserrat","MSR","4. Lower middle income",6.443468875e-06,7.9512690225e-06,0.0006643551135,0.00286684554225,0.000670798582375,0.0028747968112725,4.31523064095449,1.23400441233605
"54","Deserts & Xeric Shrublands","Morocco","MAR","4. Lower middle income",0.081306486477,0.00612747257100001,1.9350493518,0.000388105899999966,2.016355838277,0.00651557847099997,0.00020056640914039,0.0753626535409736
"55","Deserts & Xeric Shrublands","Namibia","NAM","3. Upper middle income",0.039752590759906,0.0191578218603105,25.9862475025,0.924693362499999,26.0260000932599,0.943851184360309,0.0355839511807559,0.481926372447475
"56","Deserts & Xeric Shrublands","Netherlands","NLD","1. High income: OECD",0.0001069607486,6.164087555e-05,0.007088849618,0.008958041791,0.0071958103666,0.00901968266655,1.26368060739415,0.576294354301107
"57","Deserts & Xeric Shrublands","Niger","NER","5. Low income",0.002129873807,2.13196900000003e-06,0.8207733645,0.000146450349999999,0.822903238307,0.000148582318999999,0.00017842970585335,0.0010009837169663
"58","Deserts & Xeric Shrublands","Oman","OMN","2. High income: nonOECD",0.124833134354,0.0153594916885,0.535502955281,0.000429223134999978,0.660336089635,0.0157887148235,0.000801532710075797,0.123040182944889
"59","Deserts & Xeric Shrublands","Pakistan","PAK","4. Lower middle income",19.9217218713477,0.929816166476501,0.93982136485868,0.05913024182,20.8615432362064,0.988946408296501,0.062916469055682,0.0466734839729795
"60","Deserts & Xeric Shrublands","Palestine","PSE","4. Lower middle income",0.0237182273248,0.0013774045791,0.00517869398393,0.000178946597055,0.02889692130873,0.001556351176155,0.034554387189181,0.058073673054806
"61","Deserts & Xeric Shrublands","People's Republic of China","CHN","3. Upper middle income",6.714884299307,1.0744786828355,22.187850397,2.1401560674,28.902734696307,3.2146347502355,0.0964562149602995,0.160014474552658
"62","Deserts & Xeric Shrublands","Peru","PER","3. Upper middle income",0.5716247171,0.28857819395,1.430153659,1.2117926655,2.0017783761,1.50037085945,0.847316410984339,0.504838551093507
"63","Deserts & Xeric Shrublands","Qatar","QAT","2. High income: nonOECD",0.02570618986,2.42227950000015e-05,0.0792575957,2.06235899999956e-05,0.10496378556,4.48463849999971e-05,0.000260209634393383,0.000942294254104661
"64","Deserts & Xeric Shrublands","Russia","RUS","3. Upper middle income",0.301975023737,0.35690832367,6.3670405684,1.89977149745,6.669015592137,2.25667982112,0.298375905892398,1.18191338890611
"65","Deserts & Xeric Shrublands","Saint Kitts and Nevis","KNA","2. High income: nonOECD",1.983969096e-05,9.627273737e-05,0.0004458462992,0.0029101725964,0.00046568599016,0.00300644533377,6.52730010683466,4.85253210667955
"66","Deserts & Xeric Shrublands","Saint Lucia","LCA","3. Upper middle income",1.249750736e-05,9.687305822e-05,0.000144829332,0.0014259715345,0.00015732683936,0.00152284459272,9.84587524369718,7.75139037165568
"67","Deserts & Xeric Shrublands","Saint Martin","MAF","2. High income: nonOECD",0,0,0.001553209468,0.005347834831,0.001553209468,0.005347834831,3.4430866803086,NA
"68","Deserts & Xeric Shrublands","Saint Vincent and the Grenadines","VCT","3. Upper middle income",1.057159746e-05,0.00036095222222,0.0002720236529,0.00346444690905,0.00028259525036,0.00382539913127,12.7358296681781,34.1435836528721
"69","Deserts & Xeric Shrublands","Saudi Arabia","SAU","2. High income: nonOECD",2.880283799905,0.0235594895320002,2.34758221004,0.000284390225000214,5.227866009945,0.0238438797570004,0.000121141753325592,0.00817957228130687
"70","Deserts & Xeric Shrublands","Sint Maarten","SXM","2. High income: nonOECD",0,0,0.001878413335,0.0063001677375,0.001878413335,0.0063001677375,3.35398371599614,NA
"71","Deserts & Xeric Shrublands","Somalia","SOM","5. Low income",0.00763202062399,2.401044735e-05,3.6743436484,0.00573173149999999,3.68197566902399,0.00575574194734999,0.00155993343259983,0.00314601447413902
"72","Deserts & Xeric Shrublands","Somaliland","SOL","4. Lower middle income",0.008927601854,5.74476934999993e-05,2.2913099746,0.4727298439,2.300237576454,0.4727872915935,0.206314225984429,0.00643484044645875
"73","Deserts & Xeric Shrublands","South Africa","ZAF","3. Upper middle income",1.91872688111,1.0248089154,37.69435713,4.359587338,39.61308401111,5.3843962534,0.115656232654789,0.534108801773361
"74","Deserts & Xeric Shrublands","Sri Lanka","LKA","4. Lower middle income",0.1096433442,0.12226708095,0.02096530146,0.04111717332,0.13060864566,0.16338425427,1.96120114935853,1.11513454685378
"75","Deserts & Xeric Shrublands","Sudan","SDN","4. Lower middle income",0.126469201790356,0.002246378849686,2.6112973074,0.0837059717900001,2.73776650919036,0.0859523506396861,0.0320553203776494,0.0177622600434353
"76","Deserts & Xeric Shrublands","Syria","SYR","4. Lower middle income",0.2133853952,0.0074778364,1.797290675,0.000342319499999983,2.0106760702,0.00782015589999998,0.000190464182984749,0.0350438060345753
"77","Deserts & Xeric Shrublands","Tajikistan","TJK","5. Low income",0.139461572937,0.0791883535815,0.162218445847,0.0374090049365,0.301680018784,0.116597358518,0.230608823436659,0.567814860494025
"78","Deserts & Xeric Shrublands","Tunisia","TUN","3. Upper middle income",0.12397385423786,0.000344647700000001,0.776724797877,0.00155032994849997,0.90069865211486,0.00189497764849997,0.00199598358741403,0.002780003107258
"79","Deserts & Xeric Shrublands","Turkmenistan","TKM","3. Upper middle income",3.25414481648,0.35044333871,21.53429367339,0.560298015689999,24.78843848987,0.910741354399999,0.0260188713030491,0.107691377757759
"80","Deserts & Xeric Shrublands","United Arab Emirates","ARE","2. High income: nonOECD",0.23455679577,0.002282104385,0.24262346687,0.000362155740000002,0.47718026264,0.002644260125,0.00149266575353178,0.00972943195914804
"81","Deserts & Xeric Shrublands","United States of America","USA","1. High income: OECD",6.83363913154,3.07498875705,91.548391904,22.5542866285,98.38203103554,25.62927538555,0.2463646401583,0.449978217734338
"82","Deserts & Xeric Shrublands","United States Virgin Islands","VIR","2. High income: nonOECD",0.003112480064,0.009275933093,0.004501824167,0.0192849893415,0.007614304231,0.0285609224345,4.28381665433891,2.98023855647739
"83","Deserts & Xeric Shrublands","Uzbekistan","UZB","4. Lower middle income",2.86327118945,0.744323483815,13.4390894835,0.659658353800001,16.30236067295,1.403981837615,0.0490850481061164,0.259955636251827
"84","Deserts & Xeric Shrublands","Venezuela","VEN","3. Upper middle income",1.461901390922,1.902171407549,0.82222924087,1.565996227915,2.284130631792,3.468167635464,1.90457374911408,1.30116259507033
"85","Deserts & Xeric Shrublands","Western Sahara","ESH","5. Low income",0,0,0.1158108375,0,0.1158108375,0,0,NA
"86","Deserts & Xeric Shrublands","Yemen","YEM","4. Lower middle income",2.2616587458919,0.03699134713665,13.25940000464,0.21505340845,15.5210587505319,0.25204475558665,0.0162189396484565,0.0163558482038201
"87","Deserts & Xeric Shrublands","Zimbabwe","ZWE","5. Low income",8.342878272e-05,5.62656844e-06,0.08408308745,0.181550542275,0.08416651623272,0.18155616884344,2.15918025587439,0.0674415741972844
"88","Deserts & Xeric Shrublands",NA,NA,NA,0.146622149360858,0.137540239958354,1.36594686611943,1.53217535489404,1.51256901548028,1.6697155948524,1.12169469610986,0.938059089693518
"89","Flooded Grasslands & Savannas","Algeria","DZA","3. Upper middle income",0.0264276828,0.000453378345000001,0.03703332131,0.00805486599,0.06346100411,0.008508244335,0.217503202658331,0.0171554331278715
"90","Flooded Grasslands & Savannas","Angola","AGO","3. Upper middle income",0.00934875986,0.12954561402,1.697364434,19.101317783,1.70671319386,19.23086339702,11.2535159806465,13.8569838096152
"91","Flooded Grasslands & Savannas","Argentina","ARG","3. Upper middle income",0.936717009,0.774053708,1.6728992566,1.6978591047,2.6096162656,2.4719128127,1.01492011428753,0.826347445987286
"92","Flooded Grasslands & Savannas","Bolivia","BOL","4. Lower middle income",0.02021747395,0.026728786965,0.04552076285,0.090423881575,0.0657382368,0.11715266854,1.98643159546699,1.32206362828033
"93","Flooded Grasslands & Savannas","Botswana","BWA","3. Upper middle income",0.013974320577,0.004936641973,1.488011635,2.9558130275,1.501985955577,2.960749669473,1.98641795398327,0.353265258643422
"94","Flooded Grasslands & Savannas","Brazil","BRA","3. Upper middle income",0.940209815088,1.013588506787,3.371073989296,7.428326410952,4.311283804384,8.441914917739,2.20354890890523,1.07804501774121
"95","Flooded Grasslands & Savannas","Burundi","BDI","5. Low income",0,0,0,0,0,0,NA,NA
"96","Flooded Grasslands & Savannas","Cameroon","CMR","4. Lower middle income",0.04642576199,0.014996589585,0.1468114633,0.61296433835,0.19323722529,0.627960927935,4.17518036106926,0.323023014425272
"97","Flooded Grasslands & Savannas","Chad","TCD","5. Low income",0.008001651453,0.0012912143435,0.3065378034,1.6427087088,0.314539454853,1.6439999231435,5.35891068109611,0.161368481379665
"98","Flooded Grasslands & Savannas","Cuba","CUB","3. Upper middle income",0.07687631352,0.02404442589,0.01459314696,0.033605225255,0.09146946048,0.057649651145,2.30280866403335,0.312767675621499
"99","Flooded Grasslands & Savannas","Democratic Republic of the Congo","COD","5. Low income",0.01522802271,0.326429976295,0.02193023645,0.452255708875,0.03715825916,0.77868568517,20.6224729909376,21.4361366877026
"100","Flooded Grasslands & Savannas","Dominican Republic","DOM","3. Upper middle income",0.006100239796,0.016143062252,0.005002682068,0.005026300021,0.011102921864,0.021169362273,1.0047210581602,2.64629961966171
"101","Flooded Grasslands & Savannas","Ecuador","ECU","3. Upper middle income",0.1651828356,1.3073508757,0.004065561159,0.0368954257655,0.169248396759,1.3442463014655,9.07511271447091,7.91456855036578
"102","Flooded Grasslands & Savannas","Egypt","EGY","4. Lower middle income",2.641512627145,20.9318042900415,0.02962636335,0.060998000975,2.671138990495,20.9928022910165,2.05890950078421,7.92417347353929
"103","Flooded Grasslands & Savannas","Ethiopia","ETH","5. Low income",4.603855353e-06,0.0001018165717235,0.07079819571,1.409887972145,0.070802799565353,1.40998978871672,19.9141794223134,22.1155018819506
"104","Flooded Grasslands & Savannas","Haiti","HTI","5. Low income",0.002311399109,0.0014972813955,0,0,0.002311399109,0.0014972813955,NA,0.647781419344659
"105","Flooded Grasslands & Savannas","India","IND","4. Lower middle income",0.1623002303,4.99434000000037e-05,0.06516868956,0.000995199330000003,0.22746891986,0.00104514273000001,0.0152711269279665,0.000307722299023773
"106","Flooded Grasslands & Savannas","Iran","IRN","3. Upper middle income",0.3932160191,0.13983347995,0.2060075121,0.01226585155,0.5992235312,0.1520993315,0.0595407974445414,0.35561491179849
"107","Flooded Grasslands & Savannas","Iraq","IRQ","4. Lower middle income",1.679847209,0.128101676,0.02004967554,0.11244168288,1.69989688454,0.24054335888,5.6081547382487,0.0762579330511005
"108","Flooded Grasslands & Savannas","Kenya","KEN","5. Low income",3.304017886e-05,0.00033992362897,0.010732771891904,0.0455099438917385,0.010765812070764,0.0458498675207085,4.24027868570167,10.2881897343942
"109","Flooded Grasslands & Savannas","Libya","LBY","3. Upper middle income",0.008642200184,3.75794999999926e-08,0.00556799905,0.0008075198545,0.014210199234,0.000807557434,0.145028734245204,4.348371849748e-06
"110","Flooded Grasslands & Savannas","Malawi","MWI","5. Low income",0.1100803506,2.3169095762,0.01183294813,0.264600780835,0.12191329873,2.581510357035,22.3613572820588,21.0474400160568
"111","Flooded Grasslands & Savannas","Mali","MLI","5. Low income",0.5268958741,0.0837461219,1.764860377,0.204310766,2.2917562511,0.2880568879,0.115765965774187,0.158942451472121
"112","Flooded Grasslands & Savannas","Mauritania","MRT","5. Low income",0,0,0.004196248934,8.48999999998341e-08,0.004196248934,8.48999999998341e-08,2.02323554524933e-05,NA
"113","Flooded Grasslands & Savannas","Mozambique","MOZ","5. Low income",0.15141956516,4.06852782542,0.31411063335,8.580098569025,0.46553019851,12.648626394445,27.3155304470848,26.8692346403249
"114","Flooded Grasslands & Savannas","Namibia","NAM","3. Upper middle income",0.004195937152,0.0058552356777,0.40052590748,0.81581213176,0.404721844632,0.8216673674377,2.03685233969724,1.39545361753312
"115","Flooded Grasslands & Savannas","Niger","NER","5. Low income",0.0001053883442,5.543210725e-05,0.1476453394,0.04882511865,0.1477507277442,0.04888055075725,0.330691905673522,0.525979487302733
"116","Flooded Grasslands & Savannas","Nigeria","NGA","4. Lower middle income",0.1995903629,0.10140318715,0.1711553694,0.1977327435,0.3707457323,0.29913593065,1.1552821520772,0.50805652976745
"117","Flooded Grasslands & Savannas","Pakistan","PAK","4. Lower middle income",0.0001502845306,0,0.004691434375,4.57900920000002e-05,0.0048417189056,4.57900920000002e-05,0.00976036076386557,0
"118","Flooded Grasslands & Savannas","Paraguay","PRY","4. Lower middle income",0.0020416973559,0.006260273189,0.002548068024,0.013159421168,0.0045897653799,0.019419694357,5.16447011777265,3.06621016621752
"119","Flooded Grasslands & Savannas","People's Republic of China","CHN","3. Upper middle income",6.0482486725,6.4389137337,0.854485329124,0.373780911673,6.902734001624,6.812694645373,0.437433972162158,1.06459143503412
"120","Flooded Grasslands & Savannas","Russia","RUS","3. Upper middle income",1.869030990126,1.377955379667,0.09212601196,0.34406763592,1.961157002086,1.722023015587,3.73475013842334,0.737256571424803
"121","Flooded Grasslands & Savannas","South Sudan","SSD","5. Low income",0.2024532985,1.99850241175,8.501562755,65.7492186225,8.7040160535,67.74772103425,7.73378030807702,9.87142430652964
"122","Flooded Grasslands & Savannas","Sudan","SDN","4. Lower middle income",0,0,0.01818946529,0.253330440005,0.01818946529,0.253330440005,13.9273164969986,NA
"123","Flooded Grasslands & Savannas","Tanzania","TZA","5. Low income",0.38284755905,2.709123493425,0.9569861632,6.9159646289,1.33983372225,9.625088122325,7.22681778989801,7.07624596104892
"124","Flooded Grasslands & Savannas","Tunisia","TUN","3. Upper middle income",0.05622995403,0.000640316084999999,0.2293056612,0.00694411985,0.28553561523,0.007584435935,0.0302832464478204,0.0113874552459775
"125","Flooded Grasslands & Savannas","United States of America","USA","1. High income: OECD",0.1658801458,0.5635106686,0.03220094801,0.091858345995,0.19808109381,0.655369014595,2.8526596784192,3.39709532977756
"126","Flooded Grasslands & Savannas","Venezuela","VEN","3. Upper middle income",0.01480879395,0.034027363,0.01606985855,0.084272793925,0.0308786525,0.118300156925,5.24415281334259,2.29778083987724
"127","Flooded Grasslands & Savannas","Western Sahara","ESH","5. Low income",0,0,0,0,0,0,NA,NA
"128","Flooded Grasslands & Savannas","Zambia","ZMB","4. Lower middle income",0.1729527085,2.13324745375,1.560563401,22.4697182995,1.7335161095,24.60296575325,14.3984655061765,12.3342818522556
"129","Flooded Grasslands & Savannas","Zimbabwe","ZWE","5. Low income",1.350296819e-05,8.344220595e-06,0,0,1.350296819e-05,8.344220595e-06,NA,0.617954547295723
"130","Flooded Grasslands & Savannas",NA,NA,NA,0.01081265125415,0.088364652569195,0.04330132545947,0.180283619594615,0.05411397671362,0.26864827216381,4.16346653783982,8.17233909539807
"131","Mangroves","Angola","AGO","3. Upper middle income",0.0006135879439,0.01571276159305,0.01107960626,0.23265197312,0.0116931942039,0.24836473471305,20.9982166929459,25.608002486455
"132","Mangroves","Aruba","ABW","2. High income: nonOECD",2.069319689e-05,2.24274578e-06,0.01125526785,0.006668166175,0.01127596104689,0.00667040892078,0.592448466253071,0.108380826409853
"133","Mangroves","Bahrain","BHR","2. High income: nonOECD",2.414650216e-06,1.5190550825e-06,2.3891146e-06,5.85918847e-07,4.803764816e-06,2.1049739295e-06,0.245245182880721,0.629099433298624
"134","Mangroves","Bangladesh","BGD","5. Low income",0.612442088099,1.9314277114605,0.0284488352,0.10631506576,0.640890923299,2.0377427772205,3.73706216836604,3.15364954334799
"135","Mangroves","Belize","BLZ","4. Lower middle income",0.009338779478,0.021738342981,0.02284202609,0.131213827455,0.032180805568,0.152952170436,5.74440406196909,2.32774989838988
"136","Mangroves","Brazil","BRA","3. Upper middle income",0.19251003679,0.744598414305,0.09235767714,0.67959949183,0.28486771393,1.424197906135,7.35834326798661,3.86784204460595
"137","Mangroves","Brunei","BRN","2. High income: nonOECD",2.983354346e-05,0.00039884723172,2.96742336e-05,0.0003687862203,5.950777706e-05,0.00076763345202,12.4278262842819,13.3690867883248
"138","Mangroves","Cambodia","KHM","5. Low income",0.0173563481,0.0875499268,0.0006543115362,0.0084528643419,0.0180106596362,0.0960027911419,12.918715129174,5.04425967349664
"139","Mangroves","Cameroon","CMR","4. Lower middle income",0.003952525932,0.141780629384,0.001052273888,0.043335623686,0.00500479982,0.18511625307,41.1828366931785,35.8708916331532
"140","Mangroves","Cayman Islands","CYM","2. High income: nonOECD",0,0,0.004467460837,0.0242882075365,0.004467460837,0.0242882075365,5.43669176354998,NA
"141","Mangroves","Colombia","COL","3. Upper middle income",0.00343343792908,0.01494250033846,0.068431713431,0.3972770308845,0.07186515136008,0.41221953122296,5.80545204797592,4.35205198029134
"142","Mangroves","Costa Rica","CRI","3. Upper middle income",0.013284384576,0.0549127537985,0.0053657246281,0.04517716517395,0.0186501092041,0.10008991897245,8.41958324461149,4.1336317451775
"143","Mangroves","Cuba","CUB","3. Upper middle income",0.02838929317,0.0158496847,0.1074802238,0.38681684865,0.13586951697,0.40266653335,3.5989583476286,0.558297968360443
"144","Mangroves","Curaçao","CUW","2. High income: nonOECD",6.923547324e-05,3.030125078e-05,0.01096652964,0.0133303614,0.01103576511324,0.01336066265078,1.21554966225396,0.437654996232391
"145","Mangroves","Democratic Republic of the Congo","COD","5. Low income",0.00662376557,0.167076934015,0.004260006172,0.068522286764,0.010883771742,0.235599220779,16.0850205369139,25.2238597893192
"146","Mangroves","Djibouti","DJI","4. Lower middle income",0,0,0.007795805373,2.25530384999997e-05,0.007795805373,2.25530384999997e-05,0.00289297095308587,NA
"147","Mangroves","Dominican Republic","DOM","3. Upper middle income",0.02602873344,0.12309312078,0.005732933594,0.041188331528,0.031761667034,0.164281452308,7.18451223141797,4.7291244909687
