"","BIOME_NAME","NAME_EN","ISO_A3","INCOME_GRP","area_crop","biomass_crop","area_pasture","biomass_pasture","total_area","total_biomass","density_crop","density_pasture"
"14","Deserts & Xeric Shrublands","Angola","AGO","3. Upper middle income",43551.0736774,230028.9447996,3978194.019,3624849.25435,4021745.0926774,3854878.1991496,5.28182029456989,0.911179604875375
"15","Deserts & Xeric Shrublands","Anguilla","AIA","3. Upper middle income",0,0,2560.617852,10005.356039,2560.617852,10005.356039,NA,3.90739915805289
"16","Deserts & Xeric Shrublands","Antigua and Barbuda","ATG","3. Upper middle income",6585.484097,13450.7603765,9695.659608,39086.574091,16281.143705,52537.3344675,2.04248619818662,4.03134759998682
"17","Deserts & Xeric Shrublands","Aruba","ABW","2. High income: nonOECD",53.2295244,3.10067033,2024.691033,378.0494735,2077.9205574,381.15014383,0.0582509493547156,0.186719587007723
"18","Deserts & Xeric Shrublands","Australia","AUS","1. High income: OECD",41869.4820046,345.118119199997,108560341.419,297912.491999999,108602210.901005,298257.610119199,0.00824271289437209,0.00274421108211307
"19","Deserts & Xeric Shrublands","Azerbaijan","AZE","3. Upper middle income",3593445.304,2299291.2745,432774.5453,409831.25885,4026219.8493,2709122.53335,0.639857039688505,0.946985591691638
"20","Deserts & Xeric Shrublands","Bahrain","BHR","2. High income: nonOECD",5131.787719,16.9059619999998,15053.00647,1.74344500000007,20184.794189,18.6494069999999,0.00329436113216588,0.000115820384683596
"21","Deserts & Xeric Shrublands","Barbados","BRB","2. High income: nonOECD",15996.06749,17112.949405,14845.19475,25188.44858,30841.26224,42301.397985,1.06982228073858,1.6967408649186
"22","Deserts & Xeric Shrublands","Botswana","BWA","3. Upper middle income",484929.8606,2547.9184,12700000,1600000,13184929.8606,1602547.9184,0.00525419984829863,0.125984251968504
"23","Deserts & Xeric Shrublands","British Virgin Islands","VGB","1. High income: OECD",816.4732507,5332.52859465,1881.32893,9422.567485,2697.8021807,14755.09607965,6.53117366683866,5.00846361034803
"24","Deserts & Xeric Shrublands","Chad","TCD","5. Low income",0,0,3087036.87149,402.920295000076,3087036.87149,402.920295000076,NA,0.000130520078565049
"25","Deserts & Xeric Shrublands","Chile","CHL","3. Upper middle income",5036.2445609,75.7225734499998,56919.094774,226.452499499999,61955.3393349,302.175072949999,0.015035523500564,0.00397849790828789
"26","Deserts & Xeric Shrublands","Colombia","COL","3. Upper middle income",283486.3825,323329.48175,658483.1595,1939900.63975,941969.542,2263230.1215,1.14054678358316,2.94601405026517
"27","Deserts & Xeric Shrublands","Cuba","CUB","3. Upper middle income",54058.61028,38091.07631,41462.36761,178638.379845,95520.97789,216729.456155,0.704625518723194,4.30844619210591
"28","Deserts & Xeric Shrublands","Curaçao","CUW","2. High income: nonOECD",95.34852265,45.006375675,19015.7163,52923.3255,19111.06482265,52968.331875675,0.472019643557634,2.78313604731261
"29","Deserts & Xeric Shrublands","Djibouti","DJI","4. Lower middle income",197.82060217,97.8163395,393343.99329,2512.374885,393541.81389217,2610.1912245,0.494469930972812,0.0063872206716214
"30","Deserts & Xeric Shrublands","Dominica","DMA","3. Upper middle income",257.5488981,4242.67437795,991.2695617,9623.68026415,1248.8184598,13866.3546421,16.4732771495014,9.70843919351831
"31","Deserts & Xeric Shrublands","Ecuador","ECU","3. Upper middle income",0,0,34528.12326,113885.80052,34528.12326,113885.80052,NA,3.29834899112324
"32","Deserts & Xeric Shrublands","Egypt","EGY","4. Lower middle income",1399374.19052126,116184.256615465,612741.47602,2189.73514500004,2012115.66654126,118373.991760465,0.0830258678503902,0.00357366888108056
"33","Deserts & Xeric Shrublands","Eritrea","ERI","5. Low income",45893.674773,407.911793499999,1275726.80401,10576.5429349999,1321620.478783,10984.4547284999,0.00888819201159243,0.00829060179793558
"34","Deserts & Xeric Shrublands","Ethiopia","ETH","5. Low income",1657501.114,3806787.0745,2363433.9,90813.1310000001,4020935.014,3897600.2055,2.29670257373957,0.0384242313694494
"35","Deserts & Xeric Shrublands","France","FRA","1. High income: OECD",31382.97314,108307.10808,9394.085358,53014.140471,40777.058498,161321.248551,3.451142362989,5.64335307277714
"36","Deserts & Xeric Shrublands","Georgia","GEO","4. Lower middle income",511420.6826,182180.8074,73536.94915,55720.507225,584957.63175,237901.314625,0.35622495060977,0.757721225439225
"37","Deserts & Xeric Shrublands","Grenada","GRD","3. Upper middle income",23.80182154,179.23027673,329.4422252,2396.6278839,353.24404674,2575.85816063,7.53010757722033,7.27480480817248
"38","Deserts & Xeric Shrublands","Guatemala","GTM","4. Lower middle income",121387.9799,945398.83155,67.32386956,1301.54881522,121455.30376956,946700.38036522,7.78824091420604,19.3326501243373
"39","Deserts & Xeric Shrublands","India","IND","4. Lower middle income",57820860.057909,3996913.2523325,154713.7244439,108920.84520455,57975573.7823529,4105834.09753705,0.0691258007634181,0.704015403908431
"40","Deserts & Xeric Shrublands","Iran","IRN","3. Upper middle income",10612092.3341055,616738.742790001,18340090.183832,174439.131578,28952182.5179375,791177.874368001,0.0581166016439477,0.00951135625994794
"41","Deserts & Xeric Shrublands","Iraq","IRQ","4. Lower middle income",6477679.58923,111528.09657,1195684.46464,16730.397295,7673364.05387,128258.493865,0.0172172913207116,0.0139923180318624
"42","Deserts & Xeric Shrublands","Israel","ISR","1. High income: OECD",196315.9455992,7478.34604885,51529.615924,53.2200730000004,247845.5615232,7531.56612185,0.0380934214285265,0.00103280554387391
"43","Deserts & Xeric Shrublands","Jordan","JOR","3. Upper middle income",80403.4893131,3416.9460475,152568.566809,544.037197499987,232972.0561221,3960.98324499999,0.0424974845829643,0.00356585375925478
"44","Deserts & Xeric Shrublands","Kazakhstan","KAZ","3. Upper middle income",6177535.02741,1854443.344545,128728836.058,8078263.933,134906371.08541,9932707.277545,0.300191473834912,0.062754113067256
"45","Deserts & Xeric Shrublands","Kuwait","KWT","2. High income: nonOECD",41649.52172,35.4525049999975,131698.00081,48.4008250000043,173347.52253,83.8533300000017,0.000851210374955477,0.000367513741304485
"46","Deserts & Xeric Shrublands","Kyrgyzstan","KGZ","5. Low income",338752.8701,258167.05215,93.32148336,302.65912462,338846.19158336,258469.71127462,0.76211030204346,3.24318810334864
"47","Deserts & Xeric Shrublands","Libya","LBY","3. Upper middle income",338985.097987,275.408891499974,10670689.37653,350.323359998874,11009674.474517,625.732251498848,0.000812451323481293,3.28304336896363e-05
"48","Deserts & Xeric Shrublands","Madagascar","MDG","5. Low income",760293.0598,5205522.3351,5094621.688,29752689.156,5854914.7478,34958211.4911,6.84673135970667,5.84001933373782
"49","Deserts & Xeric Shrublands","Mali","MLI","5. Low income",0,0,612231.33117,0,612231.33117,0,NA,0
"50","Deserts & Xeric Shrublands","Mauritania","MRT","5. Low income",129.091168,0,196969.241487,50.5670399999944,197098.332655,50.5670399999944,0,0.000256725565972857
"51","Deserts & Xeric Shrublands","Mexico","MEX","3. Upper middle income",9481800.350151,1193149.8160595,30630654.14427,4141869.309115,40112454.494421,5335019.1251745,0.125835787719418,0.135219747172452
"52","Deserts & Xeric Shrublands","Mongolia","MNG","4. Lower middle income",73622.42867522,557.375387364998,27071337.878,1015101.724,27144960.3066752,1015659.09938737,0.00757072807016214,0.0374972869303568
"53","Deserts & Xeric Shrublands","Montserrat","MSR","4. Lower middle income",6.443468875,7.9512690225,664.3551135,2866.84554225,670.798582375,2874.7968112725,1.23400441233605,4.31523064095449
"54","Deserts & Xeric Shrublands","Morocco","MAR","4. Lower middle income",81306.486477,6127.47257100001,1935049.3518,388.105899999966,2016355.838277,6515.57847099997,0.0753626535409736,0.00020056640914039
"55","Deserts & Xeric Shrublands","Namibia","NAM","3. Upper middle income",39752.590759906,19157.8218603105,25986247.5025,924693.362499999,26026000.0932599,943851.184360309,0.481926372447475,0.0355839511807559
"56","Deserts & Xeric Shrublands","Netherlands","NLD","1. High income: OECD",106.9607486,61.64087555,7088.849618,8958.041791,7195.8103666,9019.68266655,0.576294354301107,1.26368060739415
"57","Deserts & Xeric Shrublands","Niger","NER","5. Low income",2129.873807,2.13196900000003,820773.3645,146.450349999999,822903.238307,148.582318999999,0.0010009837169663,0.00017842970585335
"58","Deserts & Xeric Shrublands","Oman","OMN","2. High income: nonOECD",124833.134354,15359.4916885,535502.955281,429.223134999978,660336.089635,15788.7148235,0.123040182944889,0.000801532710075797
"59","Deserts & Xeric Shrublands","Pakistan","PAK","4. Lower middle income",19921721.8713477,929816.166476501,939821.36485868,59130.24182,20861543.2362064,988946.408296501,0.0466734839729795,0.062916469055682
"60","Deserts & Xeric Shrublands","Palestine","PSE","4. Lower middle income",23718.2273248,1377.4045791,5178.69398393,178.946597055,28896.92130873,1556.351176155,0.058073673054806,0.034554387189181
"61","Deserts & Xeric Shrublands","People's Republic of China","CHN","3. Upper middle income",6714884.299307,1074478.6828355,22187850.397,2140156.0674,28902734.696307,3214634.7502355,0.160014474552658,0.0964562149602995
"62","Deserts & Xeric Shrublands","Peru","PER","3. Upper middle income",571624.7171,288578.19395,1430153.659,1211792.6655,2001778.3761,1500370.85945,0.504838551093507,0.847316410984339
"63","Deserts & Xeric Shrublands","Qatar","QAT","2. High income: nonOECD",25706.18986,24.2227950000015,79257.5957,20.6235899999956,104963.78556,44.8463849999971,0.000942294254104661,0.000260209634393383
"64","Deserts & Xeric Shrublands","Russia","RUS","3. Upper middle income",301975.023737,356908.32367,6367040.5684,1899771.49745,6669015.592137,2256679.82112,1.18191338890611,0.298375905892398
"65","Deserts & Xeric Shrublands","Saint Kitts and Nevis","KNA","2. High income: nonOECD",19.83969096,96.27273737,445.8462992,2910.1725964,465.68599016,3006.44533377,4.85253210667955,6.52730010683466
"66","Deserts & Xeric Shrublands","Saint Lucia","LCA","3. Upper middle income",12.49750736,96.87305822,144.829332,1425.9715345,157.32683936,1522.84459272,7.75139037165568,9.84587524369718
"67","Deserts & Xeric Shrublands","Saint Martin","MAF","2. High income: nonOECD",0,0,1553.209468,5347.834831,1553.209468,5347.834831,NA,3.4430866803086
"68","Deserts & Xeric Shrublands","Saint Vincent and the Grenadines","VCT","3. Upper middle income",10.57159746,360.95222222,272.0236529,3464.44690905,282.59525036,3825.39913127,34.1435836528721,12.7358296681781
"69","Deserts & Xeric Shrublands","Saudi Arabia","SAU","2. High income: nonOECD",2880283.799905,23559.4895320002,2347582.21004,284.390225000214,5227866.009945,23843.8797570004,0.00817957228130687,0.000121141753325592
"70","Deserts & Xeric Shrublands","Sint Maarten","SXM","2. High income: nonOECD",0,0,1878.413335,6300.1677375,1878.413335,6300.1677375,NA,3.35398371599614
"71","Deserts & Xeric Shrublands","Somalia","SOM","5. Low income",7632.02062399,24.01044735,3674343.6484,5731.73149999999,3681975.66902399,5755.74194734999,0.00314601447413902,0.00155993343259983
"72","Deserts & Xeric Shrublands","Somaliland","SOL","4. Lower middle income",8927.601854,57.4476934999993,2291309.9746,472729.8439,2300237.576454,472787.2915935,0.00643484044645875,0.206314225984429
"73","Deserts & Xeric Shrublands","South Africa","ZAF","3. Upper middle income",1918726.88111,1024808.9154,37694357.13,4359587.338,39613084.01111,5384396.2534,0.534108801773361,0.115656232654789
"74","Deserts & Xeric Shrublands","Sri Lanka","LKA","4. Lower middle income",109643.3442,122267.08095,20965.30146,41117.17332,130608.64566,163384.25427,1.11513454685378,1.96120114935853
"75","Deserts & Xeric Shrublands","Sudan","SDN","4. Lower middle income",126469.201790356,2246.378849686,2611297.3074,83705.9717900001,2737766.50919036,85952.3506396861,0.0177622600434353,0.0320553203776494
"76","Deserts & Xeric Shrublands","Syria","SYR","4. Lower middle income",213385.3952,7477.8364,1797290.675,342.319499999983,2010676.0702,7820.15589999998,0.0350438060345753,0.000190464182984749
"77","Deserts & Xeric Shrublands","Tajikistan","TJK","5. Low income",139461.572937,79188.3535815,162218.445847,37409.0049365,301680.018784,116597.358518,0.567814860494025,0.230608823436659
"78","Deserts & Xeric Shrublands","Tunisia","TUN","3. Upper middle income",123973.85423786,344.647700000001,776724.797877,1550.32994849997,900698.65211486,1894.97764849997,0.002780003107258,0.00199598358741403
"79","Deserts & Xeric Shrublands","Turkmenistan","TKM","3. Upper middle income",3254144.81648,350443.33871,21534293.67339,560298.015689999,24788438.48987,910741.354399999,0.107691377757759,0.0260188713030491
"80","Deserts & Xeric Shrublands","United Arab Emirates","ARE","2. High income: nonOECD",234556.79577,2282.104385,242623.46687,362.155740000002,477180.26264,2644.260125,0.00972943195914804,0.00149266575353178
"81","Deserts & Xeric Shrublands","United States of America","USA","1. High income: OECD",6833639.13154,3074988.75705,91548391.904,22554286.6285,98382031.03554,25629275.38555,0.449978217734338,0.2463646401583
"82","Deserts & Xeric Shrublands","United States Virgin Islands","VIR","2. High income: nonOECD",3112.480064,9275.933093,4501.824167,19284.9893415,7614.304231,28560.9224345,2.98023855647739,4.28381665433891
"83","Deserts & Xeric Shrublands","Uzbekistan","UZB","4. Lower middle income",2863271.18945,744323.483815,13439089.4835,659658.353800001,16302360.67295,1403981.837615,0.259955636251827,0.0490850481061164
"84","Deserts & Xeric Shrublands","Venezuela","VEN","3. Upper middle income",1461901.390922,1902171.407549,822229.24087,1565996.227915,2284130.631792,3468167.635464,1.30116259507033,1.90457374911408
"85","Deserts & Xeric Shrublands","Western Sahara","ESH","5. Low income",0,0,115810.8375,0,115810.8375,0,NA,0
"86","Deserts & Xeric Shrublands","Yemen","YEM","4. Lower middle income",2261658.7458919,36991.34713665,13259400.00464,215053.40845,15521058.7505319,252044.75558665,0.0163558482038201,0.0162189396484565
"87","Deserts & Xeric Shrublands","Zimbabwe","ZWE","5. Low income",83.42878272,5.62656844,84083.08745,181550.542275,84166.51623272,181556.16884344,0.0674415741972844,2.15918025587439
"88","Deserts & Xeric Shrublands",NA,NA,NA,146622.149360858,137540.239958354,1365946.86611943,1532175.35489404,1512569.01548028,1669715.5948524,0.938059089693518,1.12169469610986
"89","Flooded Grasslands & Savannas","Algeria","DZA","3. Upper middle income",26427.6828,453.378345000001,37033.32131,8054.86599,63461.00411,8508.244335,0.0171554331278715,0.217503202658331
"90","Flooded Grasslands & Savannas","Angola","AGO","3. Upper middle income",9348.75986,129545.61402,1697364.434,19101317.783,1706713.19386,19230863.39702,13.8569838096152,11.2535159806465
"91","Flooded Grasslands & Savannas","Argentina","ARG","3. Upper middle income",936717.009,774053.708,1672899.2566,1697859.1047,2609616.2656,2471912.8127,0.826347445987286,1.01492011428753
"92","Flooded Grasslands & Savannas","Bolivia","BOL","4. Lower middle income",20217.47395,26728.786965,45520.76285,90423.881575,65738.2368,117152.66854,1.32206362828033,1.98643159546699
"93","Flooded Grasslands & Savannas","Botswana","BWA","3. Upper middle income",13974.320577,4936.641973,1488011.635,2955813.0275,1501985.955577,2960749.669473,0.353265258643422,1.98641795398327
"94","Flooded Grasslands & Savannas","Brazil","BRA","3. Upper middle income",940209.815088,1013588.506787,3371073.989296,7428326.410952,4311283.804384,8441914.917739,1.07804501774121,2.20354890890523
"95","Flooded Grasslands & Savannas","Burundi","BDI","5. Low income",0,0,0,0,0,0,NA,NA
"96","Flooded Grasslands & Savannas","Cameroon","CMR","4. Lower middle income",46425.76199,14996.589585,146811.4633,612964.33835,193237.22529,627960.927935,0.323023014425272,4.17518036106926
"97","Flooded Grasslands & Savannas","Chad","TCD","5. Low income",8001.651453,1291.2143435,306537.8034,1642708.7088,314539.454853,1643999.9231435,0.161368481379665,5.35891068109611
"98","Flooded Grasslands & Savannas","Cuba","CUB","3. Upper middle income",76876.31352,24044.42589,14593.14696,33605.225255,91469.46048,57649.651145,0.312767675621499,2.30280866403335
"99","Flooded Grasslands & Savannas","Democratic Republic of the Congo","COD","5. Low income",15228.02271,326429.976295,21930.23645,452255.708875,37158.25916,778685.68517,21.4361366877026,20.6224729909376
"100","Flooded Grasslands & Savannas","Dominican Republic","DOM","3. Upper middle income",6100.239796,16143.062252,5002.682068,5026.300021,11102.921864,21169.362273,2.64629961966171,1.0047210581602
"101","Flooded Grasslands & Savannas","Ecuador","ECU","3. Upper middle income",165182.8356,1307350.8757,4065.561159,36895.4257655,169248.396759,1344246.3014655,7.91456855036577,9.07511271447091
"102","Flooded Grasslands & Savannas","Egypt","EGY","4. Lower middle income",2641512.627145,20931804.2900415,29626.36335,60998.000975,2671138.990495,20992802.2910165,7.92417347353929,2.05890950078421
"103","Flooded Grasslands & Savannas","Ethiopia","ETH","5. Low income",4.603855353,101.8165717235,70798.19571,1409887.972145,70802.799565353,1409989.78871672,22.1155018819506,19.9141794223134
"104","Flooded Grasslands & Savannas","Haiti","HTI","5. Low income",2311.399109,1497.2813955,0,0,2311.399109,1497.2813955,0.647781419344659,NA
"105","Flooded Grasslands & Savannas","India","IND","4. Lower middle income",162300.2303,49.9434000000037,65168.68956,995.199330000003,227468.91986,1045.14273000001,0.000307722299023773,0.0152711269279665
"106","Flooded Grasslands & Savannas","Iran","IRN","3. Upper middle income",393216.0191,139833.47995,206007.5121,12265.85155,599223.5312,152099.3315,0.35561491179849,0.0595407974445414
"107","Flooded Grasslands & Savannas","Iraq","IRQ","4. Lower middle income",1679847.209,128101.676,20049.67554,112441.68288,1699896.88454,240543.35888,0.0762579330511005,5.6081547382487
"108","Flooded Grasslands & Savannas","Kenya","KEN","5. Low income",33.04017886,339.92362897,10732.771891904,45509.9438917385,10765.812070764,45849.8675207085,10.2881897343942,4.24027868570167
"109","Flooded Grasslands & Savannas","Libya","LBY","3. Upper middle income",8642.200184,0.0375794999999925,5567.99905,807.5198545,14210.199234,807.557434,4.348371849748e-06,0.145028734245204
"110","Flooded Grasslands & Savannas","Malawi","MWI","5. Low income",110080.3506,2316909.5762,11832.94813,264600.780835,121913.29873,2581510.357035,21.0474400160568,22.3613572820588
"111","Flooded Grasslands & Savannas","Mali","MLI","5. Low income",526895.8741,83746.1219,1764860.377,204310.766,2291756.2511,288056.8879,0.158942451472121,0.115765965774187
"112","Flooded Grasslands & Savannas","Mauritania","MRT","5. Low income",0,0,4196.248934,0.0848999999998341,4196.248934,0.0848999999998341,NA,2.02323554524933e-05
"113","Flooded Grasslands & Savannas","Mozambique","MOZ","5. Low income",151419.56516,4068527.82542,314110.63335,8580098.569025,465530.19851,12648626.394445,26.8692346403249,27.3155304470848
"114","Flooded Grasslands & Savannas","Namibia","NAM","3. Upper middle income",4195.937152,5855.2356777,400525.90748,815812.13176,404721.844632,821667.3674377,1.39545361753312,2.03685233969724
"115","Flooded Grasslands & Savannas","Niger","NER","5. Low income",105.3883442,55.43210725,147645.3394,48825.11865,147750.7277442,48880.55075725,0.525979487302733,0.330691905673522
"116","Flooded Grasslands & Savannas","Nigeria","NGA","4. Lower middle income",199590.3629,101403.18715,171155.3694,197732.7435,370745.7323,299135.93065,0.50805652976745,1.1552821520772
"117","Flooded Grasslands & Savannas","Pakistan","PAK","4. Lower middle income",150.2845306,0,4691.434375,45.7900920000002,4841.7189056,45.7900920000002,0,0.00976036076386557
"118","Flooded Grasslands & Savannas","Paraguay","PRY","4. Lower middle income",2041.6973559,6260.273189,2548.068024,13159.421168,4589.7653799,19419.694357,3.06621016621751,5.16447011777265
"119","Flooded Grasslands & Savannas","People's Republic of China","CHN","3. Upper middle income",6048248.6725,6438913.7337,854485.329124,373780.911673,6902734.001624,6812694.645373,1.06459143503412,0.437433972162158
"120","Flooded Grasslands & Savannas","Russia","RUS","3. Upper middle income",1869030.990126,1377955.379667,92126.01196,344067.63592,1961157.002086,1722023.015587,0.737256571424803,3.73475013842334
"121","Flooded Grasslands & Savannas","South Sudan","SSD","5. Low income",202453.2985,1998502.41175,8501562.755,65749218.6225,8704016.0535,67747721.03425,9.87142430652964,7.73378030807702
"122","Flooded Grasslands & Savannas","Sudan","SDN","4. Lower middle income",0,0,18189.46529,253330.440005,18189.46529,253330.440005,NA,13.9273164969986
"123","Flooded Grasslands & Savannas","Tanzania","TZA","5. Low income",382847.55905,2709123.493425,956986.1632,6915964.6289,1339833.72225,9625088.122325,7.07624596104892,7.22681778989801
"124","Flooded Grasslands & Savannas","Tunisia","TUN","3. Upper middle income",56229.95403,640.316084999999,229305.6612,6944.11985,285535.61523,7584.435935,0.0113874552459775,0.0302832464478204
"125","Flooded Grasslands & Savannas","United States of America","USA","1. High income: OECD",165880.1458,563510.6686,32200.94801,91858.345995,198081.09381,655369.014595,3.39709532977756,2.8526596784192
"126","Flooded Grasslands & Savannas","Venezuela","VEN","3. Upper middle income",14808.79395,34027.363,16069.85855,84272.793925,30878.6525,118300.156925,2.29778083987724,5.24415281334259
"127","Flooded Grasslands & Savannas","Western Sahara","ESH","5. Low income",0,0,0,0,0,0,NA,NA
"128","Flooded Grasslands & Savannas","Zambia","ZMB","4. Lower middle income",172952.7085,2133247.45375,1560563.401,22469718.2995,1733516.1095,24602965.75325,12.3342818522556,14.3984655061765
"129","Flooded Grasslands & Savannas","Zimbabwe","ZWE","5. Low income",13.50296819,8.344220595,0,0,13.50296819,8.344220595,0.617954547295723,NA
"130","Flooded Grasslands & Savannas",NA,NA,NA,10812.65125415,88364.652569195,43301.32545947,180283.619594615,54113.97671362,268648.27216381,8.17233909539807,4.16346653783982
"131","Mangroves","Angola","AGO","3. Upper middle income",613.5879439,15712.76159305,11079.60626,232651.97312,11693.1942039,248364.73471305,25.608002486455,20.9982166929459
"132","Mangroves","Aruba","ABW","2. High income: nonOECD",20.69319689,2.24274578,11255.26785,6668.166175,11275.96104689,6670.40892078,0.108380826409853,0.592448466253071
"133","Mangroves","Bahrain","BHR","2. High income: nonOECD",2.414650216,1.5190550825,2.3891146,0.585918847,4.803764816,2.1049739295,0.629099433298624,0.245245182880721
"134","Mangroves","Bangladesh","BGD","5. Low income",612442.088099,1931427.7114605,28448.8352,106315.06576,640890.923299,2037742.7772205,3.15364954334799,3.73706216836604
"135","Mangroves","Belize","BLZ","4. Lower middle income",9338.779478,21738.342981,22842.02609,131213.827455,32180.805568,152952.170436,2.32774989838988,5.74440406196909
"136","Mangroves","Brazil","BRA","3. Upper middle income",192510.03679,744598.414305,92357.67714,679599.49183,284867.71393,1424197.906135,3.86784204460595,7.35834326798661
"137","Mangroves","Brunei","BRN","2. High income: nonOECD",29.83354346,398.84723172,29.6742336,368.7862203,59.50777706,767.63345202,13.3690867883248,12.4278262842819
"138","Mangroves","Cambodia","KHM","5. Low income",17356.3481,87549.9268,654.3115362,8452.8643419,18010.6596362,96002.7911419,5.04425967349664,12.918715129174
"139","Mangroves","Cameroon","CMR","4. Lower middle income",3952.525932,141780.629384,1052.273888,43335.623686,5004.79982,185116.25307,35.8708916331532,41.1828366931785
"140","Mangroves","Cayman Islands","CYM","2. High income: nonOECD",0,0,4467.460837,24288.2075365,4467.460837,24288.2075365,NA,5.43669176354998
"141","Mangroves","Colombia","COL","3. Upper middle income",3433.43792908,14942.50033846,68431.713431,397277.0308845,71865.15136008,412219.53122296,4.35205198029134,5.80545204797592
"142","Mangroves","Costa Rica","CRI","3. Upper middle income",13284.384576,54912.7537985,5365.7246281,45177.16517395,18650.1092041,100089.91897245,4.1336317451775,8.41958324461149
"143","Mangroves","Cuba","CUB","3. Upper middle income",28389.29317,15849.6847,107480.2238,386816.84865,135869.51697,402666.53335,0.558297968360443,3.5989583476286
"144","Mangroves","Curaçao","CUW","2. High income: nonOECD",69.23547324,30.30125078,10966.52964,13330.3614,11035.76511324,13360.66265078,0.437654996232391,1.21554966225396
"145","Mangroves","Democratic Republic of the Congo","COD","5. Low income",6623.76557,167076.934015,4260.006172,68522.286764,10883.771742,235599.220779,25.2238597893192,16.0850205369139
"146","Mangroves","Djibouti","DJI","4. Lower middle income",0,0,7795.805373,22.5530384999997,7795.805373,22.5530384999997,NA,0.00289297095308587
"147","Mangroves","Dominican Republic","DOM","3. Upper middle income",26028.73344,123093.12078,5732.933594,41188.331528,31761.667034,164281.452308,4.7291244909687,7.18451223141797
"148","Mangroves","Ecuador","ECU","3. Upper middle income",71842.60076,221243.19032,32534.27588,159864.91716,104376.87664,381108.10748,3.07955430315076,4.91373829095347
"149","Mangroves","El Salvador","SLV","4. Lower middle income",13864.37047,42056.494075,3768.416603,66255.0784985,17632.787073,108311.5725735,3.03342255358818,17.5816756687026
"150","Mangroves","Equatorial Guinea","GNQ","2. High income: nonOECD",0.715051538,20.200183381,34.29477863,1676.813735185,35.009830168,1697.013918566,28.2499684393379,48.8941408042266
"151","Mangroves","France","FRA","1. High income: OECD",4919.812585,21075.9142025,11897.155045,68976.5429275,16816.96763,90052.45713,4.2838855827066,5.79773422020659
"152","Mangroves","Gabon","GAB","3. Upper middle income",124.2569134,3356.0111918,15630.53389,459800.749255,15754.7908034,463156.7604468,27.0086476476085,29.4168294244363
"153","Mangroves","Ghana","GHA","4. Lower middle income",32155.82452,279094.44574,25429.1055208,309841.5553696,57584.9300408,588936.0011096,8.67943677097788,12.1845243481396
"154","Mangroves","Guatemala","GTM","4. Lower middle income",66258.396896,139448.310457,1528.70508365,10197.587850675,67787.10197965,149645.898307675,2.10461340735243,6.67073587949797
"155","Mangroves","Guinea","GIN","5. Low income",10472.33339,261225.126655,5447.190802,166753.907649,15919.524192,427979.034304,24.9443096325068,30.6128266312563
"156","Mangroves","Guinea-Bissau","GNB","5. Low income",78237.30848,1668099.31326,36190.07939,948343.158805,114427.38787,2616442.472065,21.3210212067357,26.2045061737843
"157","Mangroves","Guyana","GUY","4. Lower middle income",2309.393646,9458.939862,5331.081558,65009.418071,7640.475204,74468.357933,4.09585428555388,12.1944144661311
